r,dnnbi(m^-3),dne(m^-3),dni(m^-3),tbn(keV),ti(keV),te(keV),vzt_eq(m/s),vth_eq(m/s),vthermalep(m/s),etann(MKS)
0.941,3.435773e+16,2.001865e+19,1.802279e+19,44132.74,198.4572,116.9062,0.002066275,0.0,2056334.0,65.10179
0.942,3.38436e+16,1.995778e+19,1.797497e+19,44233.86,197.3749,115.5838,0.002063252,0.0,2058688.0,66.24793
0.943,3.33373e+16,1.989569e+19,1.792593e+19,44333.97,196.3,114.2619,0.00206023,0.0,2061016.0,67.42681
0.944,3.283699e+16,1.983234e+19,1.787565e+19,44434.0,195.2323,112.9404,0.002057211,0.0,2063340.0,68.63976
0.945,3.234086e+16,1.976772e+19,1.782409e+19,44534.87,194.1717,111.6193,0.002054194,0.0,2065681.0,69.88818
0.946,3.184708e+16,1.97018e+19,1.777125e+19,44637.49,193.1181,110.2986,0.002051179,0.0,2068059.0,71.17356
0.947,3.135383e+16,1.963456e+19,1.77171e+19,44742.77,192.0713,108.9784,0.002048166,0.0,2070497.0,72.49746
0.948,3.085928e+16,1.956598e+19,1.766163e+19,44851.64,191.0313,107.6585,0.002045156,0.0,2073014.0,73.86152
0.949,3.036161e+16,1.949603e+19,1.76048e+19,44965.01,189.9979,106.3391,0.002042147,0.0,2075633.0,75.26747
0.95,2.9859e+16,1.94247e+19,1.75466e+19,45083.8,188.971,105.02,0.002039142,0.0,2078373.0,76.71715
0.951,2.935002e+16,1.935196e+19,1.748701e+19,45208.66,187.9504,103.7013,0.002036138,0.0,2081249.0,78.21251
0.952,2.883483e+16,1.927779e+19,1.742601e+19,45339.16,186.9361,102.383,0.002033137,0.0,2084250.0,79.75557
0.953,2.831399e+16,1.920216e+19,1.736357e+19,45474.62,185.9279,101.065,0.002030137,0.0,2087361.0,81.34851
0.954,2.778807e+16,1.912507e+19,1.729967e+19,45614.33,184.9257,99.74735,0.00202714,0.0,2090566.0,82.99362
0.955,2.725762e+16,1.904647e+19,1.723429e+19,45757.61,183.9293,98.43006,0.002024145,0.0,2093846.0,84.69332
0.956,2.67232e+16,1.896636e+19,1.716741e+19,45903.76,182.9387,97.1131,0.002021151,0.0,2097187.0,86.45018
0.957,2.618538e+16,1.888471e+19,1.7099e+19,46052.08,181.9537,95.79646,0.002018159,0.0,2100573.0,88.26695
0.958,2.564472e+16,1.88015e+19,1.702905e+19,46201.89,180.9741,94.48014,0.002015169,0.0,2103987.0,90.14652
0.959,2.510177e+16,1.87167e+19,1.695752e+19,46352.5,180.0,93.16412,0.00201218,0.0,2107413.0,92.09199
0.96,2.45571e+16,1.86303e+19,1.68844e+19,46503.2,179.031,91.8484,0.002009192,0.0,2110836.0,94.10663
0.961,2.401098e+16,1.854227e+19,1.680967e+19,46653.37,178.0672,90.53297,0.002006206,0.0,2114242.0,96.19396
0.962,2.34625e+16,1.84526e+19,1.673329e+19,46802.6,177.1083,89.21782,0.00200322,0.0,2117621.0,98.35771
0.963,2.291048e+16,1.836125e+19,1.665526e+19,46950.57,176.1543,87.90294,0.002000237,0.0,2120965.0,100.6019
0.964,2.235374e+16,1.826821e+19,1.657555e+19,47096.94,175.205,86.58834,0.001997254,0.0,2124269.0,102.9307
0.965,2.179108e+16,1.817345e+19,1.649414e+19,47241.36,174.2602,85.27399,0.001994273,0.0,2127523.0,105.3487
0.966,2.122131e+16,1.807695e+19,1.641101e+19,47383.51,173.32,83.95991,0.001991293,0.0,2130722.0,107.8609
0.967,2.064324e+16,1.797869e+19,1.632613e+19,47523.04,172.3841,82.64607,0.001988314,0.0,2133857.0,110.4724
0.968,2.00557e+16,1.787864e+19,1.623948e+19,47659.63,171.4523,81.33248,0.001985337,0.0,2136921.0,113.1888
0.969,1.945748e+16,1.777678e+19,1.615104e+19,47792.93,170.5247,80.01912,0.001982362,0.0,2139907.0,116.0162
0.97,1.88474e+16,1.76731e+19,1.60608e+19,47922.6,169.601,78.706,0.001979388,0.0,2142808.0,118.961
0.971,1.822466e+16,1.756756e+19,1.596873e+19,48048.44,168.6811,77.3931,0.001976415,0.0,2145620.0,122.0302
0.972,1.759e+16,1.746015e+19,1.58748e+19,48170.74,167.7649,76.08043,0.001973444,0.0,2148349.0,125.2312
0.973,1.694457e+16,1.735085e+19,1.577899e+19,48289.93,166.8523,74.76796,0.001970473,0.0,2151005.0,128.5722
0.974,1.628948e+16,1.723962e+19,1.568128e+19,48406.41,165.9431,73.45569,0.001967505,0.0,2153598.0,132.0619
0.975,1.562588e+16,1.712646e+19,1.558165e+19,48520.63,165.0372,72.14362,0.001964537,0.0,2156137.0,135.7097
0.976,1.495489e+16,1.701133e+19,1.548007e+19,48632.98,164.1345,70.83173,0.00196157,0.0,2158632.0,139.5258
0.977,1.427766e+16,1.689423e+19,1.537652e+19,48743.91,163.2349,69.52002,0.001958605,0.0,2161092.0,143.5214
0.978,1.359531e+16,1.677512e+19,1.527097e+19,48853.82,162.3381,68.20849,0.00195564,0.0,2163527.0,147.7084
0.979,1.290898e+16,1.665398e+19,1.516341e+19,48963.15,161.4442,66.89712,0.001952676,0.0,2165947.0,152.1001
0.98,1.22198e+16,1.65308e+19,1.50538e+19,49072.3,160.553,65.5859,0.001949712,0.0,2168360.0,156.7106
0.981,1.152883e+16,1.640555e+19,1.494213e+19,49181.68,159.6643,64.27484,0.00194675,0.0,2170775.0,161.5556
0.982,1.083681e+16,1.627821e+19,1.482837e+19,49291.58,158.7781,62.96391,0.001943788,0.0,2173199.0,166.6523
0.983,1.014442e+16,1.614875e+19,1.471251e+19,49402.27,157.8941,61.65312,0.001940826,0.0,2175638.0,172.0192
0.984,9452319000000000.0,1.601717e+19,1.45945e+19,49514.02,157.0123,60.34245,0.001937865,0.0,2178097.0,177.6769
0.985,8761179000000000.0,1.588342e+19,1.447435e+19,49627.11,156.1326,59.03191,0.001934904,0.0,2180583.0,183.6481
0.986,8071669000000000.0,1.57475e+19,1.435201e+19,49741.79,155.2547,57.72147,0.001931943,0.0,2183101.0,189.9577
0.987,7384458000000000.0,1.560938e+19,1.422747e+19,49858.34,154.3787,56.41114,0.001928982,0.0,2185657.0,196.633
0.988,6700216000000000.0,1.546904e+19,1.41007e+19,49977.03,153.5043,55.10091,0.001926022,0.0,2188257.0,203.7048
0.989,6019610000000000.0,1.532645e+19,1.397169e+19,50098.12,152.6314,53.79076,0.001923062,0.0,2190907.0,211.2066
0.99,5343311000000000.0,1.51816e+19,1.38404e+19,50221.9,151.76,52.4807,0.001920102,0.0,2193611.0,219.1763
0.991,4671987000000000.0,1.503446e+19,1.370682e+19,50348.62,150.8898,51.17071,0.001917142,0.0,2196377.0,227.6556
0.992,4006307000000000.0,1.488502e+19,1.357092e+19,50478.56,150.0208,49.86079,0.001914181,0.0,2199210.0,236.6917
0.993,3346941000000000.0,1.473324e+19,1.343268e+19,50611.99,149.1529,48.55093,0.001911221,0.0,2202114.0,246.3371
0.994,2694557000000000.0,1.457911e+19,1.329208e+19,50749.17,148.2858,47.24112,0.00190826,0.0,2205097.0,256.6512
0.995,2049824000000000.0,1.442261e+19,1.314909e+19,50890.38,147.4195,45.93136,0.001905299,0.0,2208162.0,267.7008
0.996,1413411000000000.0,1.426372e+19,1.300369e+19,51035.89,146.5538,44.62163,0.001902338,0.0,2211317.0,279.5617
0.997,1000000000000000.0,1.41024e+19,1.285586e+19,51185.96,145.6887,43.31194,0.001899376,0.0,2214566.0,292.32
0.998,1000000000000000.0,1.393865e+19,1.270557e+19,51340.86,144.8239,42.00226,0.001896414,0.0,2217914.0,306.074
0.999,1000000000000000.0,1.377243e+19,1.255281e+19,51500.87,143.9594,40.6926,0.001893451,0.0,2221368.0,320.9363
1.0,1000000000000000.0,1.360373e+19,1.239754e+19,51666.26,143.0951,39.38295,0.001890488,0.0,2224931.0,337.0364
